-1.2157,-1.2907,-1.3299,-1.3326,-1.3382,-1.324,-1.3192,-1.313,-1.3255,-1.3242,-1.3223,-1.2974,-1.3095,-1.3214,-1.311,-1.3145,-1.3184,-1.3152,-1.3136,-1.3055,-1.3144,-1.2898,-1.3118,-1.2891,-1.3216,-1.3176,-1.3065,-1.3102,-1.2798,-1.3183,-1.2906,-1.2956,-1.2993,-1.3131,-1.2744,-1.2859,-1.3023,-1.2717,-1.2759,-1.2871,-1.2571,-1.2707,-1.2592,-1.2115,-1.2045,-1.2368,-1.1938,-1.1983,-1.1265,-1.0824,-1.0568,-1.036,-1.0445,-0.9321,-0.9223,-0.9528,-0.9169,-0.9365,-0.8455,-0.713,-0.7953,-0.6661,-0.6216,-0.6335,-0.5005,-0.5643,-0.3797,-0.4601,-0.3538,-0.2889,-0.1403,-0.2628,-0.1561,-0.083,0.0331,0.032,-0.0121,0.1215,0.0365,0.2324,0.0211,0.3586,0.3135,0.2201,0.2153,0.2965,0.402,0.3638,0.3544,0.4199,0.3386,0.3751,0.4626,0.2795,0.3216,0.4002,0.5371,0.2564,0.4619
-1.2964,-1.3231,-1.322,-1.3398,-1.3384,-1.3184,-1.3057,-1.3082,-1.3159,-1.3184,-1.3031,-1.2993,-1.3012,-1.3107,-1.2642,-1.2984,-1.2607,-1.2614,-1.2383,-1.1844,-1.1313,-1.0324,-0.9892,-0.9163,-0.7649,-0.6729,-0.6439,-0.5802,-0.5801,-0.3888,-0.246,-0.0877,-0.0811,0.0186,-0.2231,0.2135,-0.1553,0.1684,0.0449,0.1493,0.1911,0.2113,0.0775,0.1564,0.1747,0.0784,0.1314,0.0869,0.0998,0.2566,0.2829,0.2544,0.1833,0.1728,0.102,0.2876,0.2799,0.2078,0.2427,0.348,0.079,0.3283,0.2173,0.1333,0.3919,0.1681,0.2535,0.2832,0.0019,0.2507,0.2451,0.2445,0.1388,0.0778,0.2862,0.2012,0.1885,0.3509,0.3046,0.1347,0.208,0.3428,0.2536,-0.0114,0.2634,0.1317,0.2482,0.1939,0.182,0.3099,0.163,0.3351,0.1149,0.1786,0.362,0.3773,0.1768,0.0544,0.3484
-1.3213,-1.3305,-1.3313,-1.3349,-1.321,-1.313,-1.2902,-1.2987,-1.3024,-1.3033,-1.1844,-1.1789,-1.0837,-1.0012,-0.9505,-0.7493,-0.6494,-0.4074,-0.4632,-0.4442,-0.3502,-0.1933,-0.0918,-0.1934,-0.187,-0.3398,-0.1159,0.0472,-0.0086,0.0469,0.0431,0.0243,-0.0609,0.0544,-0.1256,0.0209,0.0321,-0.0203,-0.0664,0.0548,0.1143,-0.0154,-0.1499,0.0905,0.013,0.0795,-0.123,-0.0628,0.0961,0.0203,0.101,0.111,0.0713,0.0085,0.1661,-0.0252,0.1103,0.0598,-0.0579,0.0063,0.1883,-0.0173,0.1233,0.0681,0.098,-0.1068,0.1605,-0.1263,0.1692,-0.0029,0.0347,0.1171,-0.0106,0.2386,-0.0813,0.1148,0.1171,0.0696,-0.0258,0.1802,0.1451,-0.0239,0.03,-0.0268,0.062,0.0099,0.0548,-0.1133,0.1159,0.0536,0.134,0.2205,0.0354,-0.0747,0.1337,0.2509,-0.0182,0.1954,-0.2292
-1.32,-1.3346,-1.3345,-1.3323,-1.3173,-1.2959,-1.3151,-1.2735,-1.2486,-1.1996,-1.0367,-0.9632,-0.9299,-0.733,-0.6563,-0.3991,-0.494,-0.5281,-0.3358,-0.4539,-0.3554,-0.429,-0.2228,-0.3003,-0.5492,-0.1121,-0.1556,-0.1423,-0.1185,-0.15,-0.2599,-0.1659,-0.188,-0.1759,-0.2208,-0.1613,-0.2711,-0.1165,-0.1509,-0.1313,-0.0801,-0.2635,-0.0264,-0.3286,-0.2036,-0.1482,-0.1422,-0.0884,-0.2536,-0.0726,-0.1138,-0.1267,-0.2892,-0.0228,-0.1419,-0.0473,-0.086,-0.1145,-0.1181,-0.1603,-0.183,-0.1311,-0.0512,-0.179,-0.1371,-0.1115,-0.0267,-0.2159,-0.0704,-0.1318,-0.0015,-0.1651,-0.2379,0.0339,-0.348,-0.1792,-0.0729,-0.2609,-0.219,-0.0319,-0.2437,-0.1186,-0.0679,-0.2492,-0.0684,-0.166,-0.2186,-0.0483,-0.1722,-0.1039,-0.0729,0.0057,-0.2585,-0.1137,-0.1028,-0.1206,-0.1909,-0.2102,-0.2663
-1.3283,-1.3466,-1.3262,-1.3291,-1.2932,-1.2815,-1.3152,-1.2714,-1.1811,-1.1338,-0.9936,-0.9082,-0.8081,-0.7556,-0.6947,-0.5348,-0.715,-0.78,-0.6466,-0.7135,-0.7859,-0.6122,-0.624,-0.6237,-0.662,-0.562,-0.7617,-0.6103,-0.4196,-0.549,-0.4963,-0.4694,-0.3561,-0.3642,-0.5051,-0.4789,-0.443,-0.6665,-0.4941,-0.4866,-0.5076,-0.4557,-0.405,-0.538,-0.5695,-0.3399,-0.4772,-0.3588,-0.5944,-0.2977,-0.4199,-0.4379,-0.2158,-0.448,-0.398,-0.4399,-0.4216,-0.4911,-0.5136,-0.7179,-0.4599,-0.6295,-0.4196,-0.4466,-0.4008,-0.3878,-0.3358,-0.6485,-0.488,-0.3847,-0.3919,-0.3128,-0.3848,-0.4625,-0.377,-0.3639,-0.6126,-0.4481,-0.473,-0.3677,-0.3448,-0.4035,-0.4105,-0.4716,-0.4803,-0.4156,-0.5082,-0.4134,-0.5371,-0.5109,-0.4851,-0.3823,-0.3245,-0.3947,-0.4876,-0.4841,-0.3477,-0.6058,-0.4849
-1.1812,-1.299,-1.3226,-1.3238,-1.3164,-1.3157,-1.3059,-1.3081,-1.2937,-1.3043,-1.2892,-1.3102,-1.309,-1.3013,-1.2962,-1.3081,-1.2744,-1.3038,-1.2694,-1.2709,-1.2887,-1.2748,-1.2813,-1.2504,-1.2726,-1.2517,-1.2668,-1.2449,-1.2463,-1.2538,-1.2378,-1.211,-1.2123,-1.1967,-1.1919,-1.1771,-1.1251,-1.1271,-1.078,-1.0063,-0.9165,-1.0537,-0.9887,-0.9024,-0.9632,-0.8715,-0.9112,-0.8837,-0.8488,-0.8522,-0.8042,-0.8114,-0.7994,-0.6766,-0.6875,-0.6205,-0.5987,-0.5469,-0.4938,-0.4963,-0.3645,-0.3886,-0.3278,-0.2229,-0.2552,-0.0422,-0.1358,-0.0526,0.0368,0.0245,0.0446,0.0544,0.1264,0.1621,0.1681,0.2706,0.3916,0.348,0.3657,0.3462,0.3485,0.3812,0.3823,0.4318,0.3917,0.4767,0.461,0.4424,0.4354,0.5558,0.5159,0.4168,0.5109,0.4902,0.4904,0.5136,0.4671,0.4255,0.4642
-1.2943,-1.3157,-1.3172,-1.3186,-1.3179,-1.3008,-1.2783,-1.3018,-1.264,-1.2773,-1.2476,-1.2359,-1.2254,-1.1889,-1.0959,-0.7693,-0.9753,-0.8937,-0.8385,-0.8941,-0.8828,-0.9067,-0.7455,-0.6982,-0.4866,-0.4753,-0.361,-0.183,-0.0098,0.0912,0.158,0.3028,0.3572,0.4006,0.4532,0.536,0.4803,0.4569,0.4741,0.4508,0.4624,0.4637,0.5673,0.4543,0.5349,0.4628,0.5086,0.4356,0.4526,0.4631,0.4329,0.5574,0.4231,0.5035,0.5078,0.5487,0.4594,0.4771,0.5415,0.4258,0.5366,0.5245,0.4489,0.4623,0.4519,0.5038,0.5129,0.489,0.4807,0.5,0.5002,0.4619,0.4551,0.4504,0.4821,0.5491,0.5091,0.5053,0.446,0.5634,0.5181,0.4722,0.4654,0.3544,0.4767,0.4916,0.4683,0.537,0.5116,0.5098,0.4596,0.49,0.5393,0.5267,0.5198,0.5392,0.5184,0.4529,0.4344
-1.2999,-1.3185,-1.3323,-1.3176,-1.2951,-1.2846,-1.2767,-1.2671,-1.233,-1.1514,-1.0272,-0.9214,-0.8745,-0.8236,-0.5845,-0.5649,-0.2221,-0.1843,0.093,0.2967,0.3635,0.4567,0.4234,0.4068,0.533,0.4617,0.4953,0.4373,0.446,0.4722,0.4057,0.453,0.5764,0.5057,0.4736,0.4686,0.498,0.4856,0.4585,0.47,0.4124,0.5273,0.4396,0.4819,0.4866,0.5286,0.473,0.4672,0.5519,0.4238,0.5288,0.5216,0.448,0.444,0.4325,0.5508,0.4784,0.5253,0.462,0.4886,0.5312,0.4427,0.4463,0.4482,0.4874,0.4856,0.5422,0.4772,0.4675,0.4936,0.4886,0.4798,0.4295,0.4876,0.4629,0.4906,0.4503,0.5069,0.5092,0.5475,0.4737,0.4851,0.5038,0.4871,0.5357,0.5436,0.4794,0.4786,0.4166,0.4608,0.519,0.4734,0.506,0.5149,0.4652,0.5204,0.5032,0.497,0.467
-1.322,-1.3251,-1.3265,-1.3184,-1.3029,-1.2441,-1.2475,-1.1112,-0.9665,-0.876,-0.7273,-0.8033,-0.6848,-0.3915,-0.1627,-0.0449,0.2097,0.3561,0.44,0.4671,0.4093,0.4045,0.5276,0.3635,0.3948,0.4686,0.4232,0.4242,0.4076,0.4588,0.52,0.5055,0.4515,0.4768,0.3771,0.4293,0.4371,0.4542,0.4337,0.4814,0.5074,0.4287,0.455,0.5423,0.5189,0.4235,0.4976,0.4748,0.482,0.4875,0.4772,0.4271,0.4577,0.5005,0.4587,0.5403,0.4273,0.4897,0.4581,0.4923,0.4624,0.4159,0.3434,0.4465,0.5354,0.4589,0.4698,0.4614,0.4991,0.5297,0.4289,0.4383,0.4659,0.4551,0.4379,0.4665,0.5159,0.5464,0.4855,0.4639,0.471,0.5213,0.4878,0.5312,0.5022,0.5006,0.4458,0.397,0.4789,0.4838,0.4718,0.4821,0.5033,0.4875,0.4992,0.5049,0.4576,0.4905,0.4895
-1.3248,-1.3158,-1.3046,-1.3034,-1.2533,-1.2434,-1.1923,-0.9772,-0.8738,-0.7767,-0.6877,-0.8193,-0.7103,-0.5365,-0.2256,-0.0283,0.0949,0.1875,0.3975,0.4249,0.4495,0.4344,0.4751,0.4541,0.4438,0.4328,0.3814,0.4331,0.4032,0.4123,0.419,0.5038,0.4414,0.4611,0.4046,0.4184,0.4264,0.4407,0.4322,0.3824,0.4976,0.3928,0.4525,0.3803,0.5075,0.4385,0.423,0.4441,0.4603,0.4509,0.4401,0.4407,0.3949,0.395,0.4571,0.4551,0.4816,0.427,0.4306,0.442,0.4566,0.4042,0.4181,0.4339,0.4005,0.477,0.4546,0.4225,0.4244,0.4567,0.4591,0.4358,0.407,0.3368,0.4284,0.4472,0.3896,0.4623,0.4455,0.4875,0.4224,0.4667,0.4091,0.4513,0.4925,0.483,0.4515,0.4105,0.4078,0.4026,0.4433,0.4844,0.4391,0.4734,0.4514,0.452,0.46,0.4517,0.402
