#integer max value
0.05,743,86,164,2,53,123,1408,78,1590,14,422,60,613,282,1371,926,421,740,730,267,27,596,942,616,139,596,241,708,973,1914,118,133,187,50,121,547,609,1259,79,170,169,192,1025,1248,668,106,384,114,348,958,1476,225,68,583,908,171,443,260,160,90,115,75,363,196,119,1453,250,351,119,133,14,1017,495,499,17,534,528,499,263,271,72,535,1172,356,324,330,73,160,153,237,313,940,55,787,177,711,8,908,172,340
0.1,161,647,1709,2,295,115,7,16,253,79,851,769,253,53,524,501,173,972,282,69,191,351,35,211,46,600,414,377,817,144,232,550,244,268,33,349,70,475,244,50,179,297,101,416,314,80,464,60,21,156,56,359,71,356,302,120,57,424,666,438,83,563,354,212,329,895,161,254,427,69,606,244,490,829,106,35,16,472,94,27,337,84,203,345,68,259,1353,576,33,226,278,15,502,188,432,276,240,35,141,429
0.15,143,58,135,2,904,21,427,105,132,54,41,123,57,167,200,340,116,238,32,70,15,178,99,78,252,73,9,312,182,695,303,112,440,25,237,110,89,195,204,606,69,328,113,293,113,38,514,362,577,80,495,87,238,10,141,70,13,125,250,297,77,678,90,93,116,12,293,67,44,64,486,17,226,42,152,254,190,365,157,980,110,10,102,74,28,197,127,336,243,28,23,97,447,565,232,211,441,127,25,377
0.2,93,121,197,2,79,126,601,51,208,234,13,403,318,338,148,65,164,244,274,9,279,62,123,44,296,26,138,170,17,91,87,46,531,22,772,738,244,642,131,275,203,15,40,31,74,409,152,59,318,111,244,936,24,10,571,117,12,42,494,202,92,29,127,200,291,79,11,345,122,207,105,131,84,253,20,412,307,338,8,131,194,9,85,33,80,65,144,148,91,330,132,268,188,40,383,330,47,21,84,318
0.25,379,192,82,2,357,354,5,112,224,232,152,148,23,220,161,281,92,44,460,493,12,529,66,84,105,79,380,301,246,83,88,451,198,131,260,133,95,251,240,27,486,178,264,142,133,44,218,193,293,72,45,40,129,43,98,74,156,195,216,146,125,69,124,870,12,32,556,161,45,120,49,19,81,14,165,29,213,751,25,278,76,248,356,365,564,94,387,39,48,211,104,303,10,24,507,578,317,73,69,31
0.3,215,441,194,2,26,128,70,144,276,389,11,297,85,415,27,14,203,53,56,14,209,48,653,13,337,450,41,13,162,95,339,85,13,570,19,295,360,172,138,11,82,151,192,344,402,33,249,128,60,39,28,158,33,19,51,43,88,104,56,31,161,268,28,41,11,499,44,406,296,192,68,360,99,465,6,29,104,148,227,95,159,13,47,4,125,134,47,80,93,45,242,595,192,116,66,114,46,101,199,248
0.35,54,140,32,2,180,307,398,77,1249,82,348,134,172,519,119,30,41,77,16,84,324,27,452,13,61,91,41,133,308,129,56,122,45,101,73,216,155,14,14,327,235,513,8,46,116,176,220,95,61,21,106,163,62,75,35,68,109,209,415,167,99,80,126,91,133,23,132,69,37,48,151,13,119,65,210,597,202,290,195,448,144,107,994,12,8,186,267,55,448,25,494,271,99,48,80,676,265,57,11,129
0.40,66,125,150,2,18,296,213,149,9,34,179,151,127,426,55,116,155,160,26,131,282,16,17,67,49,460,141,131,57,206,247,69,138,19,183,6,48,93,260,107,280,124,30,41,574,69,376,17,86,57,137,75,167,189,146,89,317,35,136,218,335,39,117,255,101,12,301,104,36,71,109,153,34,134,151,60,429,97,130,24,272,75,167,95,307,42,124,284,24,11,164,68,740,86,140,274,468,146,644,263
0.45,25,5,82,2,341,83,281,95,9,522,20,13,138,72,142,177,89,237,48,14,200,39,379,376,114,261,304,246,141,483,45,52,114,19,113,102,459,77,131,248,79,91,101,56,113,271,53,17,152,10,509,263,419,77,199,83,139,91,30,88,193,31,69,73,335,90,82,32,67,234,57,106,165,159,330,140,21,28,633,253,472,143,550,17,13,291,105,92,609,7,1123,243,170,25,35,95,218,901,79,358
0.50,169,470,270,2,133,72,277,110,49,34,32,96,5,309,605,109,49,646,27,14,62,80,198,60,20,57,354,352,231,488,20,39,206,113,45,99,254,124,138,141,17,544,345,575,36,23,20,17,456,10,153,39,78,31,66,206,131,406,435,10,97,117,175,272,179,700,364,114,309,181,82,65,188,34,99,71,109,33,284,102,47,66,140,238,149,80,207,26,209,717,171,307,54,27,14,287,272,311,95,120
0.55,521,298,87,2,121,18,75,156,81,133,118,179,45,196,114,94,218,148,98,106,477,138,126,190,81,134,128,419,126,277,389,51,784,164,147,81,382,298,85,196,317,99,112,85,358,387,24,275,199,23,27,98,12,119,84,632,34,35,178,464,62,167,182,479,40,257,155,43,64,144,58,222,116,41,224,253,54,11,34,235,14,13,54,40,13,221,148,41,35,143,269,59,441,257,81,7,23,23,85,387
0.60,258,167,170,2,106,65,871,706,267,460,32,51,241,83,135,32,329,459,456,125,130,288,157,84,125,295,173,55,50,77,182,55,193,177,153,122,144,60,198,805,286,81,53,90,8,156,107,4,260,385,122,150,300,154,95,319,46,30,389,125,67,222,22,276,77,8,55,141,19,39,103,16,177,44,58,265,88,154,11,172,53,269,55,31,445,304,28,543,28,78,223,46,146,39,19,7,77,105,16,54
0.65,162,47,406,2,48,173,28,245,123,153,330,717,45,50,49,424,60,186,35,56,56,21,72,31,371,62,316,47,120,19,99,107,47,18,59,67,70,42,405,24,213,30,141,131,218,45,59,4,46,98,154,197,220,60,53,272,326,29,63,22,33,355,21,51,57,175,251,536,201,25,25,56,241,90,65,56,79,185,365,138,43,220,86,31,244,197,207,242,9,368,217,88,436,174,34,443,623,145,130,63
0.70,73,388,31,241,414,78,102,156,267,224,162,47,398,50,140,12,380,118,70,236,319,42,121,104,527,6,79,87,59,141,12,19,294,866,25,58,36,97,467,61,29,93,87,136,29,123,56,4,183,120,178,16,344,314,109,43,137,223,246,42,167,197,63,151,265,36,162,264,615,17,62,100,192,90,195,192,232,153,19,396,233,20,687,392,349,77,113,227,365,126,51,24,95,18,180,132,191,28,208,135
0.75,198,83,164,28,112,76,216,165,336,85,27,203,192,166,130,12,314,91,122,404,39,10,18,16,165,6,322,330,162,70,496,51,83,217,410,49,20,251,130,38,220,103,139,79,186,471,19,4,149,388,460,120,313,23,46,343,164,220,232,269,48,28,64,41,65,168,121,138,269,21,136,215,184,118,103,44,29,362,474,40,271,70,184,168,196,60,57,129,50,167,60,23,326,81,46,221,342,28,87,44
