# Simple, Dist and inJump, QLearning 0.99 disc 0.9 Learning rate, -1 reward when in jump and jumping
0.05,6,6,10,8,8,7,6,10,8,6,8,7,8,6,10,10,9,9,12,7,7,8,9,11,8,12,7,8,8,8,9,8,10,7,10,8,9,9,7,7,8,7,7,5,11,8,8,7,8,7,8,8,7,7,9,8,6,5,10,10,7,10,8,7,7,7,7,11,8,9,10,8,10,8,7,6,5,8,7,8,8,8,3,8,9,9,4,8,6,11,7,8,8,8,9,8,12,7,10,9
0.1,6,6,8,10,8,7,6,7,9,6,8,10,8,7,10,22,7,11,9,9,8,14,8,29,8,10,7,7,9,7,10,8,11,7,9,9,10,7,7,14,7,7,10,9,5,6,10,8,9,10,8,6,10,9,10,8,6,18,9,32,6,10,8,7,8,7,7,5,8,9,8,8,8,8,6,6,5,9,7,6,8,8,6,12,9,9,4,8,6,11,8,8,9,7,8,7,10,8,12,37
0.15,7,6,5,9,7,7,6,6,8,15,7,7,13,8,8,16,7,16,12,12,8,21,7,11,7,26,4,7,10,7,10,8,7,7,12,10,6,10,6,6,6,15,20,9,5,8,8,7,10,10,7,48,10,8,12,7,7,6,8,11,6,10,9,7,8,35,8,5,10,5,14,14,10,8,12,8,7,7,7,8,8,7,7,20,9,13,4,10,6,26,12,8,8,10,7,8,11,63,13,16
0.2,10,6,7,17,15,12,6,76,8,25,9,7,47,8,10,12,9,20,8,11,8,80,13,8,7,11,8,22,23,7,29,10,7,6,9,9,6,8,18,6,5,18,7,9,5,8,27,11,10,40,37,39,9,12,18,7,7,6,8,12,6,10,7,7,8,21,17,5,10,9,32,9,17,7,23,8,7,9,7,8,22,10,7,7,21,13,4,8,6,7,15,8,11,11,7,8,11,25,48,10
0.25,10,6,38,8,9,7,6,58,19,9,16,7,10,15,36,21,9,20,7,10,8,11,19,6,7,14,8,47,25,7,10,13,29,7,39,8,13,8,7,6,17,27,19,9,5,15,30,11,8,47,44,44,9,66,69,53,7,12,16,9,15,12,7,7,10,21,15,10,10,13,6,9,13,17,58,9,9,8,9,14,22,11,7,7,27,13,4,16,6,7,10,8,11,11,6,27,10,40,70,42
0.3,14,5,40,8,10,13,6,58,25,8,12,10,9,60,12,7,7,41,12,17,8,11,104,6,22,14,55,24,49,8,24,34,70,6,58,8,38,42,13,11,24,51,23,9,5,14,42,11,8,18,26,27,18,26,83,46,6,32,8,9,39,11,29,7,10,16,44,10,11,13,6,31,13,46,59,42,9,8,9,7,26,11,6,116,25,15,8,15,5,7,10,8,12,11,28,7,19,9,32,12
0.35,14,5,134,8,11,13,60,30,24,10,15,23,9,24,53,7,8,60,12,18,9,7,35,6,48,8,7,86,49,8,9,47,47,6,64,8,50,49,12,11,112,81,72,9,5,10,35,11,5,12,27,22,9,11,41,11,9,210,48,52,40,10,65,19,10,61,9,10,12,9,6,58,12,13,45,48,9,9,9,14,43,11,6,51,26,6,7,15,40,7,10,8,12,42,11,25,19,9,51,10
0.40,20,5,69,9,9,30,96,69,44,10,44,57,45,68,33,7,8,15,41,28,64,7,29,6,108,8,8,25,14,54,9,39,56,6,79,8,17,59,52,17,31,212,6,8,5,44,32,16,54,33,68,33,9,44,55,44,10,38,33,97,43,10,111,22,10,34,86,7,12,6,8,8,55,14,11,10,12,9,23,44,10,13,44,42,16,8,7,15,93,7,53,7,48,12,9,90,59,11,35,49
0.45,41,5,95,9,16,9,62,84,161,10,41,30,51,27,64,7,7,45,75,23,14,25,189,6,129,48,8,40,41,8,9,98,50,6,51,8,51,28,23,41,62,47,90,28,5,83,75,16,41,62,50,33,8,6,28,38,7,38,56,9,73,42,55,30,10,52,52,6,43,6,12,29,17,30,41,57,52,9,36,8,10,12,5,53,52,8,6,42,9,7,26,38,22,33,9,35,52,133,58,152
0.50,25,5,40,9,13,8,15,53,49,9,113,31,41,46,79,7,7,63,16,9,8,77,46,37,66,19,8,31,44,8,40,47,50,38,85,35,50,28,58,46,134,81,144,103,122,11,52,36,59,44,109,38,50,24,95,121,7,32,57,49,18,43,38,61,53,83,156,6,30,39,13,79,61,49,154,39,81,9,102,40,142,18,5,16,39,8,6,16,10,11,63,9,8,32,57,11,48,12,36,52
0.55,50,13,70,9,67,8,37,119,200,9,80,90,123,47,116,339,10,45,113,9,8,45,86,41,85,45,8,30,43,89,13,52,50,148,65,134,7,122,188,92,45,38,151,36,55,194,46,28,58,23,85,75,74,44,56,190,7,39,104,37,18,49,73,120,8,92,36,5,34,121,11,36,71,157,36,33,405,68,90,161,112,11,7,12,49,8,38,20,10,167,33,9,10,170,70,82,93,12,167,90
0.60,56,13,148,9,18,90,30,24,156,9,29,31,58,16,54,154,10,64,10,9,8,52,280,46,202,270,17,72,52,14,34,188,104,22,145,43,4,7,98,47,47,142,26,73,53,60,31,69,17,84,48,105,21,44,73,71,7,70,48,62,19,38,51,69,52,63,31,5,87,106,74,50,51,123,51,45,35,65,60,26,40,11,7,177,26,88,75,104,145,115,51,82,109,39,112,77,148,8,38,74
0.65,23,13,71,10,18,98,372,121,59,9,44,147,130,100,54,158,7,111,47,32,37,171,400,40,38,50,39,32,49,310,168,79,79,82,220,76,5,7,15,61,8,43,49,217,64,49,32,107,17,212,11,122,170,44,38,40,7,30,81,47,16,286,39,130,20,152,230,5,40,150,23,178,62,147,106,41,88,127,300,75,10,14,24,188,37,173,44,59,94,80,15,45,74,87,54,35,242,90,170,112
0.70,194,148,44,22,318,271,113,172,234,45,44,194,126,135,11,63,44,205,88,359,356,46,83,268,166,55,68,162,68,202,208,165,48,100,142,90,5,78,239,60,99,101,267,120,109,232,3,50,32,48,11,141,38,67,523,88,71,161,121,243,16,55,178,143,22,94,114,5,90,86,21,302,50,141,130,134,413,269,87,76,331,54,149,26,74,39,44,34,131,121,17,205,233,162,38,69,58,49,87,195
0.75,269,101,76,81,79,60,113,71,111,37,41,75,38,229,19,111,81,487,59,42,466,346,142,46,143,184,64,681,118,165,56,82,50,84,73,41,5,311,36,212,274,86,51,417,41,91,3,147,47,64,80,433,618,124,156,392,113,67,164,50,626,105,64,321,22,63,38,133,73,38,42,69,222,31,37,111,281,422,252,39,93,51,274,43,50,113,89,216,126,56,58,315,42,81,185,603,190,142,74,138
0.80,398,116,103,169,206,85,178,100,235,37,663,113,38,152,127,511,44,124,78,64,130,139,46,141,43,186,378,466,58,88,12,93,242,178,461,151,252,210,105,97,436,110,246,293,46,174,3,63,46,64,158,436,47,314,102,145,94,76,144,45,46,14,438,37,133,155,19,50,211,70,70,216,94,31,561,110,14,285,43,41,193,26,148,92,84,44,41,75,126,24,55,111,504,215,989,196,11,205,180,346
0.85,295,484,216,49,211,290,254,247,478,38,98,865,118,79,10,115,114,412,195,100,230,286,51,847,79,49,28,168,49,505,188,93,357,180,103,235,182,537,214,96,172,10,66,449,43,174,3,293,14,97,848,687,214,178,68,316,96,22,74,71,219,14,211,110,523,57,73,76,157,43,50,67,114,31,48,132,38,448,441,148,379,207,472,229,404,79,59,35,148,24,94,45,898,55,50,58,10,110,43,675
0.90,93,904,325,74,134,72,510,107,174,146,41,197,41,166,136,196,885,100,419,501,135,34,88,134,129,48,92,230,67,872,322,58,498,172,263,97,104,208,58,159,465,527,138,397,91,181,3,217,14,58,167,81,68,86,165,140,408,54,148,676,934,96,74,55,66,242,100,164,363,39,113,495,158,210,307,92,248,251,40,147,548,310,237,79,315,70,379,121,78,24,98,420,396,456,51,41,202,50,215,87
0.95,108,119,478,182,105,663,183,99,189,89,376,784,450,52,91,306,54,350,228,188,41,200,779,200,937,41,718,247,45,275,427,129,616,77,54,618,395,210,417,224,644,16,145,129,348,165,3,205,13,514,517,49,128,274,648,410,240,417,486,75,119,812,211,74,96,168,61,786,267,1067,185,94,187,106,236,146,154,505,56,117,79,332,276,355,724,237,525,98,86,63,72,24,406,147,522,470,1000,146,267,132
1.00,188,947,522,29,49,69,499,165,795,127,829,17,125,27,115,557,77,56,54,132,144,624,759,309,282,41,178,314,98,524,126,274,273,216,77,128,99,774,67,187,337,197,289,121,102,98,3,58,201,343,234,1074,114,237,442,86,93,161,323,331,184,444,307,429,96,49,61,104,631,290,156,312,283,85,493,108,191,329,47,187,135,159,378,499,703,237,1236,663,375,754,204,24,39,158,310,267,207,23,957,534
